timestamp,tx,ty,tz,qx,qy,qz,qw
1403636620.763555765,0.000000000,0.000000000,0.000000000,0.045050816,0.793618488,0.000000000,0.606745515
1403636620.813555479,-0.000028098,0.000078086,-0.000067466,0.045049679,0.793604711,-0.000091791,0.606763611
1403636620.863555670,-0.000018948,0.000203324,-0.000116752,0.045055129,0.793606400,-0.000075435,0.606761000
1403636620.913555622,-0.000052645,0.000275100,-0.000165983,0.045095542,0.793602899,-0.000125155,0.606762569
1403636620.963555574,-0.000150797,0.000351323,-0.000222927,0.045115482,0.793632203,-0.000089010,0.606722763
1403636621.013555527,-0.000273041,0.000409176,-0.000319419,0.045106343,0.793685456,-0.000107064,0.606653776
1403636621.063555717,-0.000440865,0.000542866,-0.000375338,0.044818259,0.793631223,0.000352286,0.606745977
1403636621.113555431,-0.000605033,0.000280934,-0.000475146,0.045068843,0.793653125,-0.000203900,0.606698834
1403636621.163555622,-0.000885456,0.000239517,-0.000614057,0.044724275,0.793659799,0.000237317,0.606715589
1403636621.213555574,-0.001241639,0.000031625,-0.000786608,0.044997425,0.793593509,-0.000098766,0.606782139
1403636621.263555765,-0.001653752,0.000016495,-0.000964138,0.044792373,0.793665426,0.000232506,0.606703207
1403636621.313555479,-0.002162080,-0.000131839,-0.001161306,0.045004651,0.793671667,-0.000090781,0.606679370
1403636621.363555670,-0.002662203,-0.000090531,-0.001338039,0.044845478,0.793657890,0.000154393,0.606709167
1403636621.413555622,-0.003092015,-0.000212661,-0.001624361,0.045060869,0.793693536,-0.000175641,0.606646568
1403636621.463555574,-0.003498308,-0.000144489,-0.001848268,0.044874668,0.793657852,0.000124955,0.606707065
1403636621.513555527,-0.003880148,-0.000150038,-0.002110010,0.044988784,0.793697623,-0.000070339,0.606646592
1403636621.563555717,-0.004259943,0.000009981,-0.002396858,0.044835721,0.793707490,0.000155187,0.606644999
1403636621.613555431,-0.004686964,0.000052867,-0.002655476,0.045019736,0.793715627,-0.000058507,0.606620741
1403636621.663555622,-0.005173064,0.000220719,-0.002872584,0.044886868,0.793727891,0.000164496,0.606614521
1403636621.713555574,-0.001034681,-0.004543100,0.002053290,0.044733160,0.793551654,-0.000123840,0.606856410
1403636621.763555765,-0.001200565,-0.004663185,0.002005094,0.044623554,0.793538160,-0.000013478,0.606882136
1403636621.813555479,-0.000121531,-0.005079070,0.002368863,0.044898788,0.793642652,-0.000127851,0.606725163
1403636621.863555670,-0.000265941,-0.005160660,0.002217373,0.044852530,0.793691954,-0.000055787,0.606664099
