timestamp,tx,ty,tz,qx,qy,qz,qw
1403638128.295097113,0.000000000,0.000000000,0.000000000,0.008638544,0.837441375,0.000000000,0.546458890
1403638128.345097065,0.000082748,0.000032520,-0.000075624,0.008562477,0.837367179,0.000050197,0.546573773
1403638128.395097256,0.000092839,0.000059743,-0.000157311,0.008559781,0.837326151,0.000170776,0.546636642
1403638128.445096970,0.000117537,0.000023920,-0.000313267,0.008786261,0.837361139,-0.000032509,0.546579476
1403638128.495097160,0.000135896,-0.000012098,-0.000493674,0.008881006,0.837373003,-0.000076441,0.546559765
1403638128.545097113,0.000211107,-0.000013371,-0.000707421,0.008878555,0.837342155,-0.000029098,0.546607068
1403638128.595097065,0.000268951,-0.000021252,-0.000931039,0.008896146,0.837336562,-0.000053626,0.546615348
1403638128.645097017,0.000323560,0.000010530,-0.001190158,0.008875682,0.837309955,0.000055444,0.546656435
1403638128.695097208,-0.002797579,-0.000325077,0.008214104,0.009441929,0.837299296,-0.000163285,0.546663252
1403638128.745097160,-0.003167858,-0.000430327,0.009146388,0.009958381,0.837442537,-0.000253285,0.546434592
1403638128.795097113,-0.003351308,-0.000336831,0.010058505,0.009949279,0.837422019,-0.000005595,0.546466260
1403638128.845097065,-0.003370656,-0.000329260,0.010856470,0.010420752,0.837545157,0.000263562,0.546268660
1403638128.895097256,-0.003326924,-0.000343542,0.011694287,0.010347068,0.837496974,0.000243457,0.546343937
1403638128.945096970,-0.003174492,-0.000024774,0.012558208,0.009635632,0.837293230,0.000804672,0.546668597
1403638128.995097160,-0.002848169,0.000021110,0.013325241,0.009618347,0.837249415,0.000797547,0.546736013
1403638129.045097113,-0.011107871,0.000541423,0.021763877,0.009196369,0.838401766,0.000696786,0.544974697
1403638129.095097065,-0.015527775,-0.020550516,-0.083877665,0.001847223,0.838318169,0.010348789,0.545079937
1403638129.145097017,-0.010928276,-0.007696720,-0.080109325,0.001356861,0.838300129,0.009918491,0.545117122
1403638129.195097208,-0.011876647,-0.009685631,-0.083504223,0.001779750,0.837048947,0.009140431,0.547048760
1403638129.245097160,-0.012993817,-0.011704223,-0.086129874,0.007165838,0.833952061,0.001743157,0.551787616
1403638129.295097113,-0.013882372,-0.012915080,-0.086496059,0.018221506,0.827925011,-0.010063758,0.560452383
1403638129.345097065,-0.032664104,-0.014753589,-0.091938136,0.032293890,0.820340461,-0.022427787,0.570522241
1403638129.395097256,-0.032174916,0.007522313,-0.062891964,0.044634270,0.816298196,-0.035451592,0.574811467
1403638129.445096970,-0.037207985,-0.002879777,-0.067979883,0.049820068,0.816662031,-0.038745032,0.573654870
1403638129.495097160,-0.039144541,-0.007294682,-0.073699918,0.045157047,0.822243974,-0.035498493,0.566229234
1403638129.545097113,-0.042053206,-0.005091297,-0.077569847,0.034195308,0.829462884,-0.028202723,0.556800333
1403638129.595097065,-0.044291488,-0.005925841,-0.080279948,0.021550334,0.834809516,-0.018586702,0.549802865
1403638129.645097017,-0.046784248,-0.007304688,-0.081150094,0.012249617,0.837452870,-0.010893841,0.546263637
1403638129.695097208,-0.050163138,-0.008912629,-0.080764399,0.008859190,0.836626348,-0.006885814,0.547659067
1403638129.745097160,-0.067390425,-0.018783086,-0.072155983,0.009611485,0.834703614,-0.007031397,0.550570663
1403638129.795097113,-0.072135372,-0.021704241,-0.070129172,0.009952515,0.834982709,-0.008464039,0.550121062
1403638129.845097065,-0.076956705,-0.024868407,-0.066742918,0.007303628,0.838288338,-0.008202326,0.545116540
1403638129.895097256,-0.082320274,-0.029264018,-0.061488010,0.003434924,0.841811717,-0.007185245,0.539712523
1403638129.945096970,-0.090879238,-0.034227446,-0.051433967,-0.000063607,0.843246810,-0.005735103,0.537495974
1403638129.995097160,-0.097451914,-0.038885938,-0.040493900,0.000275347,0.840966472,-0.007517247,0.541034942
1403638130.045097113,-0.107477554,-0.044012267,-0.026165127,0.004238306,0.836351035,-0.011577615,0.548055601
1403638130.095097065,-0.114649072,-0.048545642,-0.012513774,0.007826044,0.831991048,-0.016399169,0.554491404
1403638130.145097017,-0.129322859,-0.055879152,0.001884144,0.008257939,0.830394172,-0.019767982,0.556764360
1403638130.195097208,-0.137790847,-0.061815377,0.015267013,0.004874400,0.830546361,-0.020853569,0.556537609
1403638130.245097160,-0.148079798,-0.068831296,0.029399309,0.001866648,0.830524302,-0.022056650,0.556542364
1403638130.295097113,-0.157005996,-0.074905656,0.044105613,0.002753888,0.827969725,-0.025773356,0.560173441
1403638130.345097065,-0.166432402,-0.080812195,0.060016680,0.007884544,0.824301206,-0.031879853,0.565198222
1403638130.395097256,-0.175741233,-0.087186899,0.074771162,0.011506317,0.821532044,-0.037384277,0.568819059
1403638130.445096970,-0.185869729,-0.095000480,0.089584805,0.011055200,0.820684405,-0.041245567,0.569783901
1403638130.495097160,-0.206482407,-0.114239894,0.097283404,0.008588803,0.817489528,-0.038236148,0.574608650
1403638130.545097113,-0.214708898,-0.121833206,0.112434327,0.002237127,0.819369721,-0.033886616,0.572258642
1403638130.595097065,-0.222086853,-0.129710177,0.125741952,-0.000316876,0.819091720,-0.031244592,0.572810989
1403638130.645097017,-0.234352551,-0.140716782,0.133195748,0.001911998,0.814268552,-0.032369066,0.579582016
1403638130.695097208,-0.240606871,-0.147141705,0.146918371,0.006588521,0.810245368,-0.036178834,0.584936002
1403638130.745097160,-0.247302864,-0.154549354,0.160389580,0.014178333,0.805814533,-0.044830240,0.590298368
1403638130.795097113,-0.307213638,-0.186217398,0.212277134,0.020785531,0.802985049,-0.053320196,0.593245252
1403638130.845097065,-0.313834088,-0.193676796,0.222233823,0.021338561,0.802221234,-0.056536169,0.593960789
1403638130.895097256,-0.319721532,-0.200930755,0.228740480,0.021635302,0.800959852,-0.059135298,0.595397552
1403638130.945096970,-0.325214450,-0.207295940,0.232103043,0.024301746,0.796827403,-0.058456353,0.600881327
1403638130.995097160,-0.330540306,-0.213291567,0.231199081,0.028326046,0.790465361,-0.056865037,0.609203180
1403638131.045097113,-0.336236141,-0.220074529,0.225825721,0.031813499,0.785252315,-0.056446755,0.615776313
1403638131.095097065,-0.342702775,-0.227454560,0.215379435,0.031886665,0.783850510,-0.053675390,0.617803020
1403638131.145097017,-0.349417677,-0.235548138,0.201176120,0.028983056,0.786698980,-0.050368539,0.614595565
1403638131.195097208,-0.356482465,-0.245043616,0.183503184,0.022358209,0.792421391,-0.044353486,0.607948368
1403638131.245097160,-0.363782514,-0.254375043,0.164962755,0.014854441,0.798922823,-0.037071822,0.600106115
1403638131.295097113,-0.370423772,-0.264207443,0.144755584,0.009481911,0.803530887,-0.033006217,0.594271652
1403638131.345097065,-0.378379225,-0.274271486,0.125094676,0.007321227,0.805804655,-0.030665886,0.591341577
1403638131.395097256,-0.383841078,-0.283492478,0.104022362,0.008764116,0.805804087,-0.030094960,0.591352058
1403638131.445096970,-0.389066160,-0.291120425,0.082549545,0.009741704,0.805009947,-0.029113724,0.592466435
1403638131.495097160,-0.393356698,-0.300241685,0.059982622,0.007633402,0.805416004,-0.023348700,0.592200666
1403638131.545097113,-0.398392076,-0.306574287,0.035898721,0.007402564,0.807023609,-0.022167872,0.590056508
1403638131.595097065,-0.402318851,-0.316510204,0.010798195,0.006425985,0.809073293,-0.020735147,0.587306706
1403638131.645097017,-0.408828618,-0.321937426,-0.014307082,0.004559497,0.810254917,-0.019580344,0.585732696
1403638131.695097208,-0.412785667,-0.331663820,-0.040222302,0.003200103,0.810196032,-0.017205429,0.585897706
1403638131.745097160,-0.417723960,-0.342279472,-0.066728305,0.001945353,0.810224067,-0.015126863,0.585921799
1403638131.795097113,-0.420927173,-0.352766295,-0.093202631,-0.001100827,0.810547909,-0.009329238,0.585596995
1403638131.845097065,-0.423581737,-0.363444082,-0.119077290,-0.003531715,0.811599854,-0.004127374,0.584188470
1403638131.895097256,-0.426194054,-0.374894122,-0.144079939,-0.004483590,0.812029248,-0.000134683,0.583599503
1403638131.945096970,-0.427660266,-0.387317138,-0.165463779,-0.005785704,0.812196835,0.002231233,0.583350537
1403638131.995097160,-0.430432473,-0.400334140,-0.184052719,-0.010836238,0.813877793,0.006780224,0.580895466
1403638132.045097113,-0.434886207,-0.413837529,-0.198626520,-0.018492934,0.816522199,0.011510159,0.576902961
1403638132.095097065,-0.438096341,-0.428947198,-0.206505037,-0.026002709,0.820015245,0.016126084,0.571523234
1403638132.145097017,-0.442682012,-0.444124373,-0.208355485,-0.031039809,0.821543324,0.017869641,0.569020011
1403638132.195097208,-0.445929935,-0.460879164,-0.200573790,-0.031896195,0.820461175,0.016492847,0.570573464
1403638132.245097160,-0.473771987,-0.484839256,-0.189051413,-0.028668249,0.817117367,0.011453693,0.575644120
1403638132.295097113,-0.477956781,-0.503581651,-0.169762007,-0.024682351,0.812546218,0.004755082,0.582354543
1403638132.345097065,-0.483905843,-0.525720550,-0.145398158,-0.022716113,0.809424604,0.001283257,0.586782874
1403638132.395097256,-0.487985190,-0.546786527,-0.121831930,-0.019595529,0.807986145,-0.007598527,0.588826517
1403638132.445096970,-0.493005648,-0.563199286,-0.096235755,-0.015640484,0.804714794,-0.015804656,0.593245049
1403638132.495097160,-0.496561677,-0.584148955,-0.071315473,-0.008691044,0.798988168,-0.026933067,0.600680433
1403638132.545097113,-0.500774358,-0.602323914,-0.047134786,-0.001266824,0.791306763,-0.036692097,0.610316059
1403638132.595097065,-0.504449821,-0.624521883,-0.025125515,0.004888236,0.784374087,-0.044849321,0.618645241
1403638132.645097017,-0.510776296,-0.642807599,-0.006067597,0.008119749,0.781808859,-0.049652575,0.621484996
1403638132.695097208,-0.514685292,-0.667855250,0.007595066,0.008567486,0.784856247,-0.051231709,0.617497030
1403638132.745097160,-0.528882284,-0.681494932,0.026692769,0.008972184,0.788926289,-0.052971330,0.612134665
1403638132.795097113,-0.532879230,-0.707567828,0.033786139,0.010855516,0.790347866,-0.053666813,0.610206753
1403638132.845097065,-0.537160391,-0.734890370,0.037689045,0.013718582,0.787298272,-0.055527206,0.613913643
1403638132.895097256,-0.539884490,-0.759596828,0.036996512,0.019212661,0.782304509,-0.059067512,0.619791544
